,JetBrains/kotlin,apple/swift,rust-lang/rust
2011-11-23,32.64632119283594,-0.50830078125,1.0291716727281255
2011-11-24,35.52651292076406,-0.391021728515625,-4.615798928784377
2011-11-25,31.00490771412187,-0.3130340576171875,2.9108863234984357
2011-11-26,-5.515670095407815,-0.248748779296875,-2.0194219689953146
2011-11-27,-4.39439410796406,-0.0981903076171875,-4.2517801299906255
2011-11-28,26.058696383162506,0.0,3.8037474193546883
2011-11-29,15.848142223854692,3.0,33.683312627564064
2011-11-30,13.77120132046719,-1.5,-1.90627426829219
2011-12-01,18.845629864540626,-0.375,4.648200233120313
2011-12-02,20.40474349256563,-0.1875,17.025861673626565
2011-12-03,-0.8529344910671854,-0.1171875,-5.456887198821875
2011-12-04,-2.8050306348968723,-0.08203125,-3.0653795111578113
2011-12-05,10.516964591178128,3.9384765625,1.8039955420687512
2011-12-06,18.82794606379688,10.95166015625,6.67980533315625
2011-12-07,30.69298217437969,-2.039276123046875,21.262898526525
2011-12-08,30.071618864448435,-3.4077301025390625,3.078832204714061
2011-12-09,10.169806874442186,-2.09375,3.4765496177359374
2011-12-10,-4.500571843018749,0.9453125,-7.611361133667188
2011-12-11,0.5828324102375038,-1.6953125,-1.712333763914062
2011-12-12,20.277218848054694,-0.7568359375,0.22981688729062544
2011-12-13,23.72251582326094,1.4832763671875,17.412761644709374
2011-12-14,32.57455296193906,6.606964111328125,24.50935315368281
2011-12-15,13.0429402611625,4.4719085693359375,-1.6877670969812524
2011-12-16,40.11212154392969,-5.7336578369140625,32.54747750674687
2011-12-17,-5.060997008809377,-1.7462615966796875,7.715258122304689
2011-12-18,-1.6758938786265585,-0.95587158203125,1.0840558899578152
2011-12-19,14.557950031651567,-0.633148193359375,33.987340978970316
2011-12-20,31.642243420496882,-0.4423828125,12.718403681989063
2011-12-21,20.55525491973594,5.66033935546875,5.7729819112406275
2011-12-22,5.6305719843999995,21.728424072265625,3.8979269088453137
2011-12-23,7.078406028321877,-4.455108642578125,-4.228499297870311
2011-12-24,-3.2243380756874966,-8.098190307617188,-6.361242706700001
2011-12-25,5.194660030550005,-2.921875,-7.230988079918751
2011-12-26,8.402477270845317,-1.703125,-4.299834604070313
2011-12-27,26.11797540561094,-1.158203125,-3.9236879291937523
2011-12-28,-1.7901760629593753,-0.85546875,9.196166131774998
2011-12-29,23.048311602284375,-0.66595458984375,-0.34762654207344035
2011-12-30,29.594403357842186,-0.53778076171875,5.172186543351562
2011-12-31,-5.76399253286875,-0.3905792236328125,4.453316956439062
2012-01-01,-3.144259500946874,-0.0981903076171875,-2.695489265639063
2012-01-02,2.8567503720890657,0.0,20.259293443320313
2012-01-03,8.844794007790629,0.0,2.5356057700015615
2012-01-04,15.381668630901565,0.0,6.179580239267189
2012-01-05,-0.4457161900890618,3.0,15.7338580175625
2012-01-06,18.822029131485937,4.5,17.474794231128126
2012-01-07,1.4004359415343752,-3.375,15.858162044195312
2012-01-08,3.5689197012781264,-0.9375,-4.696050804985937
2012-01-09,0.02416038125000064,-0.4921875,15.13278831362344
2012-01-10,17.49844880117188,-0.31640625,5.012871714174999
2012-01-11,9.010817474148439,7.7744140625,10.114153714973439
2012-01-12,19.10914088657344,19.82861328125,8.315291440235939
2012-01-13,9.101812531556249,-7.135955810546875,19.27003746486406
2012-01-14,0.582607312814063,0.3887176513671875,14.880532612457813
2012-01-15,6.516728079167189,-6.127960205078125,-1.9403941567218759
2012-01-16,12.529854229226565,-0.40625,30.398068479842188
2012-01-17,17.919564880003126,8.5078125,43.38501279603125
2012-01-18,34.05504796763125,15.19140625,12.965090132398437
2012-01-19,9.887505065629686,-6.305908203125,51.265855194215625
2012-01-20,9.128356531975,-7.6573486328125,41.0131231093
2012-01-21,-3.3506594724937493,-3.18756103515625,-7.757903288139062
2012-01-22,5.245641461220317,-1.7957763671875,-19.53332188693437
2012-01-23,16.25044556646563,-1.2091827392578125,2.6110260795484415
2012-01-24,20.21211853569219,2.15399169921875,48.969137371835934
2012-01-25,34.31163298113281,-2.16387939453125,10.98930980100468
2012-01-26,13.395344137151561,6.1041717529296875,5.620573473942187
2012-01-27,45.39875533538437,-4.0191650390625,13.200978040767186
2012-01-28,6.7016539309562475,-1.0685577392578125,-8.857522266131255
2012-01-29,-4.0236195560187475,-0.51953125,-2.633992065428126
2012-01-30,35.01808286458907,-0.3349609375,2.5204878056578135
2012-01-31,18.17782153491563,0.76025390625,19.273204928825
2012-02-01,9.470996135692191,0.317169189453125,5.877528605062498
2012-02-02,14.412550519028127,1.2294769287109375,10.322109529243749
2012-02-03,24.44729879453594,-1.279144287109375,14.283330440954686
2012-02-04,0.6501937667343771,-0.4279327392578125,27.1008746779875
2012-02-05,4.539109195432816,-0.19140625,-3.54433715735
2012-02-06,22.35205811967969,1.8740234375,6.5989610530375025
2012-02-07,18.975393481068753,-0.09130859375,-4.065808334760936
2012-02-08,56.537857535707815,0.179779052734375,20.49961424677344
2012-02-09,16.70042162835156,-0.8062286376953125,-3.4796836853109383
2012-02-10,10.4930313741125,0.6972808837890625,33.954752213487495
2012-02-11,-2.303075927437499,0.321929931640625,1.3588021992265595
2012-02-12,2.6201236415625067,-0.732421875,12.830970429076563
2012-02-13,28.32130531260782,0.732421875,17.829319922223437
2012-02-14,9.173380203770316,-0.66436767578125,6.970935947964065
2012-02-15,7.009717329190629,-0.242431640625,7.772111568204689
2012-02-16,3.683735304668752,3.8656463623046875,-9.4998136995625
2012-02-17,18.43664317186563,-1.0865936279296875,7.041226157345314
2012-02-18,-4.254782172715624,-1.056549072265625,14.900028888003124
2012-02-19,4.604005878540628,-0.4195098876953125,-10.915923887554689
2012-02-20,35.66129693124688,-0.2457733154296875,0.4478703826734378
2012-02-21,44.61216342199844,-0.161529541015625,16.9240995157
2012-02-22,22.085223068615623,0.8797149658203125,6.778617035943748
2012-02-23,19.903246110773434,-0.5849609375,20.480641161804687
2012-02-24,29.20561369794375,-0.1934814453125,6.622700953068751
2012-02-25,-7.685389294131248,-0.119232177734375,-0.7417983694124981
2012-02-26,-2.57779960454062,9.950027465820312,-9.972542382114062
2012-02-27,17.58597072639063,-5.02734375,8.59930021565
2012-02-28,13.259064700154694,-1.2705078125,9.27946568117656
2012-02-29,61.132039727853126,0.35888671875,27.771278576762498
2012-03-01,20.46982073398437,13.096282958984375,-1.762999418118751
2012-03-02,35.1411709075,-1.4093475341796875,13.927072243325
2012-03-03,-1.8389290620328147,-2.017578125,3.7476698527046874
2012-03-04,-5.744774846293746,4.6748046875,-3.3509611040765606
2012-03-05,18.286899027718757,0.54486083984375,-3.1586017037937477
2012-03-06,39.94239836410001,-4.934295654296875,42.82241439903125
2012-03-07,46.19669238496407,0.16552734375,1.385808075974996
2012-03-08,12.153717320321874,-2.131256103515625,16.065175809714063
2012-03-09,29.222388315909377,-0.0555267333984375,-6.048641330582814
2012-03-10,14.745560090500001,2.767242431640625,18.44782999185
2012-03-11,6.849278124845318,25.440185546875,9.327905731664062
2012-03-12,34.290476652248444,-14.851333618164062,-1.2327603903328122
2012-03-13,29.174951107406255,-2.99591064453125,11.978692946559377
2012-03-14,31.525470036006254,-0.531280517578125,11.92163746232031
2012-03-15,0.9093467030390627,-0.37481689453125,45.70106432877969
2012-03-16,18.71613152796563,6.801910400390625,15.158413982374995
2012-03-17,5.522591973881255,-2.565826416015625,-14.772371953390625
2012-03-18,-2.245440740689056,-1.3699188232421875,-4.2115129510312475
2012-03-19,31.338332696954694,9.49896240234375,9.370379167623437
2012-03-20,6.908006282621878,1.79364013671875,8.638846905709375
2012-03-21,26.12328159198438,-5.574615478515625,17.141857548614063
2012-03-22,0.9286341605453128,0.2109527587890625,9.227768151504687
2012-03-23,20.896038462156255,-1.965484619140625,18.793041563242184
2012-03-24,2.97299450675,-1.84619140625,-6.859076917093752
2012-03-25,-2.7932978458359337,2.9865570068359375,1.5069167728125024
2012-03-26,25.494366549271877,2.3561248779296875,4.9067286557468766
2012-03-27,17.385292298095315,4.534454345703125,14.835655071842186
2012-03-28,56.08889467078907,1.771270751953125,6.943404908265624
2012-03-29,18.149894527298436,9.851119995117188,36.606430400392185
2012-03-30,20.62335212402656,-7.2459869384765625,-8.981357861125002
2012-03-31,-6.059255375642188,-3.8895721435546875,-9.77544117460156
2012-04-01,-2.4106288637734306,-1.8575897216796875,14.1461063194125
2012-04-02,38.73904384669688,10.8006591796875,3.5864369677359367
2012-04-03,20.344542053026565,-1.869842529296875,2.7189735327390636
2012-04-04,32.4033079339,1.3656158447265625,14.618292644867187
2012-04-05,12.19405025150625,6.163360595703125,4.704367820117186
2012-04-06,14.48098153638594,-1.3362274169921875,42.00325974132812
2012-04-07,25.12160949584219,-5.4632720947265625,-14.506074895845316
2012-04-08,22.324282148478126,-1.076507568359375,5.996332680909379
2012-04-09,21.215851691432814,2.2353515625,-2.3615968272921855
2012-04-10,6.023737362021877,22.9791259765625,-1.8775278513562483
2012-04-11,19.327520088318757,5.754791259765625,4.826291501054688
2012-04-12,9.919958836420317,-3.9724578857421875,4.124910809348436
2012-04-13,57.69865273203594,8.38525390625,7.093185601146875
2012-04-14,-2.546896070296878,-8.844070434570312,1.3765206577140603
2012-04-15,-2.88032739798906,-6.530792236328125,9.658148915051562
2012-04-16,9.836406086432817,0.826751708984375,0.4203374211046871
2012-04-17,10.72114664827032,3.8810577392578125,3.175039757901563
2012-04-18,8.77701670354063,14.940185546875,5.455825878545314
2012-04-19,55.09609641414219,16.064849853515625,12.972230283682812
2012-04-20,28.59577347710156,0.49755859375,34.407603958768746
2012-04-21,-5.115399271809377,-8.268585205078125,-8.669606360278127
2012-04-22,-1.9705189146234368,-8.057342529296875,-7.183472282398434
2012-04-23,6.641655908201567,12.45831298828125,12.567944593906251
2012-04-24,15.567434703923443,19.7904052734375,-0.7548065633484384
2012-04-25,16.724307330512502,1.43804931640625,8.483224078248437
2012-04-26,5.257768851507814,-6.887115478515625,3.0066720914843756
2012-04-27,18.13485640036094,-3.3123931884765625,12.80806864839375
2012-04-28,15.275417992551564,-5.9367218017578125,-3.6488491035937507
2012-04-29,0.4805055533734386,-5.4566497802734375,-7.168851091884375
2012-04-30,20.013006553345313,5.1610260009765625,0.3184291668578134
2012-05-01,15.681195320985939,1.0629119873046875,7.297927378004687
2012-05-02,15.424307281093752,9.029281616210938,4.391075217685936
2012-05-03,33.25783849098906,1.1046295166015625,27.306294665154688
2012-05-04,37.39481814908906,6.3245391845703125,-4.7340739991625025
2012-05-05,4.953889350796874,2.433135986328125,-5.649781427121874
2012-05-06,0.16707921514687563,-9.130462646484375,-3.6215598952484367
2012-05-07,10.719276120453129,-0.2075347900390625,6.964432524870313
2012-05-08,2.5907338629609438,7.650634765625,-0.030913753312500347
2012-05-09,-1.6303197686390578,-0.126678466796875,-2.114405737353125
2012-05-10,9.363974931468753,5.0978546142578125,3.060375353032812
2012-05-11,29.913060257187503,4.2504425048828125,1.403169049406248
2012-05-12,8.753258954696875,-3.6244964599609375,-2.383476780807813
2012-05-13,-3.139072195784375,-4.4476165771484375,-0.8031128881437497
2012-05-14,-1.3758179923109366,9.284530639648438,5.6480639067687495
2012-05-15,19.282838790800003,8.618362426757812,17.042667325360938
2012-05-16,7.632279728351564,-1.41558837890625,22.62391881134375
2012-05-17,-0.9651963612828114,6.12469482421875,4.083798795304688
2012-05-18,15.987743137490625,0.048095703125,10.308647891690626
2012-05-19,-1.2385435699468736,-6.458343505859375,14.320586050525002
2012-05-20,-2.068113474654685,-5.1871795654296875,-10.616997094179688
2012-05-21,14.76374254273125,9.428375244140625,-1.5769857962484348
2012-05-22,25.54312457569844,10.3016357421875,36.32143421940781
2012-05-23,20.790885390385938,6.2488861083984375,44.80370225955781
2012-05-24,12.211035536073435,-2.8657073974609375,-2.3477346476250034
2012-05-25,16.708865438573437,7.61199951171875,6.313050097265627
2012-05-26,-1.6251327318531246,-5.2622528076171875,-4.1352887657875
2012-05-27,-2.0782396716781224,-4.8506927490234375,-8.009568043796875
2012-05-28,33.84948555492813,11.084457397460938,-3.0685941081015606
2012-05-29,13.768835934250003,-3.5662841796875,11.39564572970625
2012-05-30,27.147669726237503,13.7125244140625,12.215171293429686
2012-05-31,35.91061645485313,3.374603271484375,34.16146592526874
2012-06-01,34.413446956585936,-8.014312744140625,-1.4287911128109414
2012-06-02,1.6350513323109368,2.8455810546875,14.575403308270316
2012-06-03,-5.74442523855156,-4.3527984619140625,3.8457045737249995
2012-06-04,20.28522282687657,9.682205200195312,2.0473297803937527
2012-06-05,39.785448750151566,1.9291839599609375,10.761816360740626
2012-06-06,6.144512056409377,-8.605560302734375,16.193307834554687
2012-06-07,27.24532851781719,5.9050445556640625,43.61736617546563
2012-06-08,34.02341220469375,-0.3076324462890625,-2.2433813898406285
2012-06-09,54.83382758433438,-3.1855010986328125,9.966363287009376
2012-06-10,-10.864351986665628,-2.9247283935546875,-10.542508646378124
2012-06-11,-5.853524797859372,-1.379730224609375,-4.118506020315625
2012-06-12,1.9123607313750064,-1.813262939453125,1.2333271120921871
2012-06-13,33.215671043434384,-1.0380401611328125,21.56401345641406
2012-06-14,29.597005514914066,-0.632293701171875,8.006996633924997
2012-06-15,47.84661340123125,-0.3825531005859375,32.74729403082656
2012-06-16,47.33315916892343,-0.29693603515625,-5.3650223188453126
2012-06-17,-4.0093696739578135,3.8477325439453125,-11.193711027542186
2012-06-18,10.21923046523594,6.9380645751953125,2.455835370871876
2012-06-19,22.090302860000005,2.9759979248046875,9.301959977510938
2012-06-20,15.229607160656258,3.6140899658203125,6.426682752214063
2012-06-21,2.464503300706255,-1.21875,45.19375591720312
2012-06-22,10.832315431357818,0.4140625,-2.6306031958281295
2012-06-23,-2.0376254309031205,-2.328125,-9.767049893590624
2012-06-24,-3.4910848176171823,-2.7568359375,-5.049055182693749
2012-06-25,17.76562702809219,16.6346435546875,18.639186467976565
2012-06-26,44.617208190982815,-6.931976318359375,21.504097302128123
2012-06-27,0.20693181245156111,0.5846710205078125,-1.5179993848437512
2012-06-28,22.765543526400002,-1.442901611328125,13.568316813042188
2012-06-29,1.7158752495687493,0.6991424560546875,39.37640995241563
2012-06-30,-2.690598769823434,-3.4491119384765625,-6.663023915101565
2012-07-01,-2.529068329621872,-1.4147186279296875,-11.390862342751559
2012-07-02,14.205948167392192,6.122711181640625,13.47272976052344
2012-07-03,42.975712482187504,5.87518310546875,18.858607569178123
2012-07-04,16.48623396328125,-4.36212158203125,9.282786370914062
2012-07-05,23.296096250915625,1.0839385986328125,8.96164427234844
2012-07-06,-0.9845543054234405,0.6932830810546875,36.39344923685
2012-07-07,31.026316094170316,0.7078704833984375,-5.760593286898441
2012-07-08,-6.047060480767186,-3.28875732421875,12.648610584160942
2012-07-09,27.52125168246407,4.72119140625,20.669862227978125
2012-07-10,29.365672426750002,7.190582275390625,32.62719144270781
2012-07-11,18.089851334456252,-2.8371734619140625,16.82681889539375
2012-07-12,-2.5165319197624996,-1.141143798828125,-2.3515965368578122
2012-07-13,5.850168895470316,-2.142547607421875,25.49459834305469
2012-07-14,0.2050055926296923,1.12078857421875,10.693048473615622
2012-07-15,-1.8295563557265573,-2.48858642578125,-16.716131837389064
2012-07-16,2.850896389992192,-1.02996826171875,-2.4073155731453095
2012-07-17,-1.9440393847343715,4.35357666015625,3.0996559491531244
2012-07-18,19.577436659589065,-0.97998046875,17.142723966073433
2012-07-19,43.96320792585156,8.051742553710938,4.509121435237496
2012-07-20,87.82374117203906,2.276947021484375,2.431313255378125
2012-07-21,-9.38089908780001,-5.6644744873046875,-7.778839748809375
2012-07-22,-1.5025780361718777,11.109970092773438,-6.611207046025001
2012-07-23,48.27777854559063,8.419418334960938,16.14052105375625
2012-07-24,2.3570950698859434,8.66748046875,34.51042753367969
2012-07-25,26.901961528570318,2.165985107421875,32.10246053045312
2012-07-26,15.583269777921878,-4.7887420654296875,4.161722256553126
2012-07-27,11.017423650010944,10.175384521484375,5.6570551171843775
2012-07-28,-2.250233893907808,-10.472625732421875,-1.4199999241578105
2012-07-29,-1.295898971174994,-5.4178466796875,-11.12493184878906
2012-07-30,10.194123588564068,4.123748779296875,10.940009947801565
2012-07-31,32.60289782624219,-3.4846038818359375,24.6920766309375
2012-08-01,11.137539608673439,-1.253875732421875,13.816083325671872
2012-08-02,10.282832553839063,4.3722076416015625,3.4073591544734327
2012-08-03,5.642469334454688,34.26521301269531,40.17452349443594
2012-08-04,11.43786818489219,-16.113784790039062,-15.032667924662501
2012-08-05,-3.7028053489593726,-3.311431884765625,-8.477789087823435
2012-08-06,25.77572689955938,1.933746337890625,12.690036882975
2012-08-07,4.5514118456890635,5.182769775390625,31.379525228735936
2012-08-08,16.529227624720313,-5.8525543212890625,11.896284512512498
2012-08-09,24.792203168690627,2.207366943359375,8.949054983882814
2012-08-10,1.7702776616546885,1.08135986328125,5.189230085203128
2012-08-11,-3.6003028619453112,-1.0200653076171875,-2.0044053600000016
2012-08-12,-2.2958503205937473,-4.9933929443359375,-5.7647535061968735
2012-08-13,3.3238881044609423,7.0870208740234375,15.948930740825
2012-08-14,74.25698046931251,2.3084869384765625,35.785864036240625
2012-08-15,9.137327774353121,4.052001953125,13.36283272743906
2012-08-16,30.95669278811406,10.874237060546875,6.604371395004691
2012-08-17,25.69757349807812,2.5587310791015625,11.062310102110938
2012-08-18,-7.43947866465156,-8.682174682617188,-6.896255659879689
2012-08-19,-4.260900030251559,-4.8107757568359375,-11.456813751574998
2012-08-20,4.949104568750006,2.5348052978515625,3.3849858573796894
2012-08-21,27.79393904492188,0.884124755859375,20.343683353228123
2012-08-22,20.552280203132817,6.6808624267578125,13.978273945162496
2012-08-23,28.1216443992375,9.71246337890625,26.73123202729375
2012-08-24,17.509901096525,18.005828857421875,15.159132024178124
2012-08-25,-6.0669833733453125,-12.056427001953125,12.479457949009376
2012-08-26,-3.4683024836859344,8.464630126953125,-3.997965863174997
2012-08-27,21.697667542500007,-5.232269287109375,15.095619730171878
2012-08-28,15.793467087125004,0.030731201171875,3.3832906298437493
2012-08-29,22.433444948728127,0.3892669677734375,9.224730044484376
2012-08-30,28.51378546047969,-6.3328399658203125,5.577592778059374
2012-08-31,17.509158481534374,-3.6711883544921875,37.529914910323434
2012-09-01,-6.014752498596875,-2.1393585205078125,-10.374090373826565
2012-09-02,-3.446683260862497,-1.4061737060546875,-0.5047025021499998
2012-09-03,-1.3511662099999948,7.17730712890625,2.702184352564064
2012-09-04,9.049242725125005,3.4025726318359375,24.547943606553126
2012-09-05,54.328221055075005,-5.3305206298828125,7.675189514684373
2012-09-06,4.657104525359373,0.2918701171875,6.223525700467189
2012-09-07,38.08249712899844,-1.912872314453125,13.272717599082814
2012-09-08,-6.223104748596878,-0.7921600341796875,13.833709682796872
2012-09-09,-3.9467812233624966,-0.5078125,-10.244260059810937
2012-09-10,7.407019416250003,-0.37109375,18.542171203253126
2012-09-11,13.00777781573438,1.711669921875,-0.08511643799531399
2012-09-12,9.33238211804219,7.7669677734375,16.84611519544375
2012-09-13,81.34201113771407,6.1304931640625,14.47799104822656
2012-09-14,8.168629698014058,-5.77618408203125,-2.6222758734156244
2012-09-15,-0.11058488635312713,-2.537445068359375,7.591188855689063
2012-09-16,-3.006319597060937,-1.21875,-3.9239182359890634
2012-09-17,29.647741734964068,2.220703125,-3.5112945243453115
2012-09-18,27.203700317343753,8.943359375,18.702185718665625
2012-09-19,12.207073602640627,4.70086669921875,17.5409909672625
2012-09-20,33.06854562147188,-2.39990234375,29.004387244053124
2012-09-21,7.364997994454688,3.0619964599609375,-13.400615802971878
2012-09-22,-5.009895561601558,-3.9573211669921875,4.660084847045315
2012-09-23,9.505969555707816,-3.1154022216796875,0.6574767569265632
2012-09-24,4.237077267467193,-0.52001953125,4.117218733201563
2012-09-25,0.6992870016625048,-1.516326904296875,18.196426504059374
2012-09-26,9.290071070548441,-0.8784027099609375,36.08406798844531
2012-09-27,24.01822632776719,3.3741607666015625,23.04905068672656
2012-09-28,1.5588723879578126,-1.3944549560546875,24.65989036532656
2012-09-29,-3.021863802885937,-1.2188568115234375,-3.3260464133546854
2012-09-30,4.263017747695314,-0.50897216796875,-12.454241704631247
2012-10-01,9.203526958260941,12.743316650390625,12.02163482083594
2012-10-02,-0.3171777720921858,2.338470458984375,21.121747982735936
2012-10-03,22.44333673515,-1.2452850341796875,-3.011284338448437
2012-10-04,2.5456079599187493,1.4775390625,35.558530388698436
2012-10-05,14.513319140646876,2.2362060546875,9.826108485154684
2012-10-06,19.764239778435936,-4.326263427734375,5.414863818521873
2012-10-07,-4.025870930215625,-2.4689178466796875,-4.020223930270312
2012-10-08,26.76395843815625,7.67236328125,8.541751004532815
2012-10-09,2.5028167491124993,0.582244873046875,-2.339791320523437
2012-10-10,2.7890329610734397,5.1812591552734375,7.473164540098438
2012-10-11,1.3510611425531263,8.256271362304688,64.54291702161719
2012-10-12,-0.21901396270624662,3.2570343017578125,12.255359607492181
2012-10-13,-1.631232700231247,-8.6536865234375,-0.3671379911578114
2012-10-14,1.8146576950296904,-2.8912200927734375,-17.643777563840622
2012-10-15,26.85662461292344,-1.5758514404296875,-0.046989385023435304
2012-10-16,18.525098973796872,7.974945068359375,-5.5759824603546875
2012-10-17,15.992511357848436,-6.2275238037109375,17.937597710189063
2012-10-18,7.963111844154685,0.916412353515625,9.901084885157811
2012-10-19,12.535245990221876,10.27313232421875,-2.681466086128129
2012-10-20,-1.708062073674999,-1.6634368896484375,-6.4168927255843755
2012-10-21,-2.448433643821872,-5.2774810791015625,13.428329456329687
2012-10-22,0.25482229095312836,-1.9248809814453125,9.138843928146873
2012-10-23,7.418588110454691,8.850021362304688,22.54082826161094
2012-10-24,1.8853181676500022,-1.7931976318359375,-2.2236418181406243
2012-10-25,35.385908928896875,1.161895751953125,15.015631530428127
2012-10-26,-2.664444971906252,-0.996795654296875,-10.899898174664063
2012-10-27,-2.47326263118125,-1.0652313232421875,0.2840250324718756
2012-10-28,-1.5520430416062496,2.6624298095703125,-2.1932060088750003
2012-10-29,23.956577289928127,3.487274169921875,1.1566681142546873
2012-10-30,16.69072730771875,3.2529296875,8.110299886795312
2012-10-31,28.2084847302875,-3.64556884765625,0.3293567778093731
2012-11-01,-0.36315371113593997,-1.991058349609375,3.6636248566124996
2012-11-02,-0.43637288422187437,2.141387939453125,5.670844537065625
2012-11-03,-2.583062919860935,0.0175018310546875,3.040902869398437
2012-11-04,-1.6068830175718705,9.357589721679688,6.588181136175001
2012-11-05,-1.2451311562499965,-4.0828857421875,5.656010135307813
2012-11-06,22.975162599609376,-3.6872100830078125,-5.663774299775
2012-11-07,40.72950383378906,15.414596557617188,8.4074882739
2012-11-08,6.950882414031247,-9.44989013671875,-1.882858590635938
2012-11-09,14.686114065021872,-1.731201171875,1.9858748827296875
2012-11-10,-4.305599201726563,-2.0022430419921875,-4.077685917267187
2012-11-11,-2.546648557607809,5.873138427734375,-1.1788358814515627
2012-11-12,24.164862200000005,4.7344818115234375,-0.737832467782813
2012-11-13,15.952517490000002,1.067108154296875,24.58329481626875
2012-11-14,1.6349134401250005,8.603500366210938,5.357690089440624
2012-11-15,-2.257874522299999,2.045989990234375,11.550719215579688
2012-11-16,37.81805719046563,12.567947387695312,23.87286578164375
2012-11-17,-4.339268530264063,2.573822021484375,-3.974820066025
2012-11-18,-1.8766005231828111,-12.359054565429688,13.945759884353128
2012-11-19,5.045960647500001,-4.505218505859375,-0.732807415515623
2012-11-20,34.834261111593754,-2.7151947021484375,-1.048328572498436
2012-11-21,36.80170688375313,-1.8402252197265625,13.559990480860938
2012-11-22,4.1357596249374975,-1.3050689697265625,-10.719339442521875
2012-11-23,1.277874459268748,-0.9632568359375,1.8434226874437512
2012-11-24,11.415283168089065,-0.6527557373046875,5.495228170310936
2012-11-25,-3.9963949482031205,-0.4385833740234375,-0.4153010880890635
2012-11-26,6.6671914981984415,13.825439453125,2.108599220812499
2012-11-27,12.33259242010469,16.0,6.206743808723436
2012-11-28,25.664825070670314,-5.25,8.283636721564061
2012-11-29,-2.9868806742359375,2.25,27.055557854559375
2012-11-30,-2.840458114681249,2.015625,4.541998918360937
2012-12-01,-1.6876909497390609,-7.03125,0.08781854639062736
2012-12-02,-1.210339672949996,-3.603515625,-7.648635207051562
2012-12-03,10.068033008210941,10.943359375,-1.9410767499046866
2012-12-04,3.233547876609376,6.05548095703125,3.87998691699375
2012-12-05,3.4378444156921883,7.274658203125,2.9220690654484365
2012-12-06,0.5358487420078126,-0.8117218017578125,26.779120337220313
2012-12-07,22.942509150426563,17.59234619140625,23.606495679709372
2012-12-08,-2.929894455071876,-14.095977783203125,0.9741114245531257
2012-12-09,-1.4656783874999997,-6.9981689453125,-6.851007183862498
2012-12-10,12.00625052875,4.5354766845703125,1.6416250164234398
2012-12-11,-1.0546634869218736,2.712615966796875,13.967483346470313
2012-12-12,-0.2938234492234362,8.819900512695312,1.6403987361765626
2012-12-13,8.056588479742189,9.18670654296875,8.2730184000125
2012-12-14,12.430507901289063,2.2989349365234375,25.1854774901375
2012-12-15,-2.310117467446875,-4.5921478271484375,-0.5548037432625019
2012-12-16,-1.2959578733624995,-5.6190032958984375,1.6442035573531264
2012-12-17,28.24154068625,2.9350433349609375,13.433279314964063
2012-12-18,35.517030472046876,4.375244140625,17.043287634195313
2012-12-19,-5.678939704732816,6.689422607421875,0.3899300313265641
2012-12-20,9.116421393198436,1.3310089111328125,0.505707629673438
2012-12-21,-3.1605379171765615,6.1846923828125,27.343776587440626
2012-12-22,-2.022769305042183,-1.70404052734375,-5.474391680504688
2012-12-23,-1.4698355480031218,-8.12841796875,7.141200639117189
2012-12-24,-1.0829856787499965,-4.109954833984375,-3.2055645751953126
2012-12-25,15.096463768796877,-2.3254547119140625,12.772121766114061
2012-12-26,7.625324918848438,-1.609710693359375,-11.089009496807813
2012-12-27,56.81932039609844,-1.1503753662109375,2.548203317264063
2012-12-28,3.079180243812494,1.1890106201171875,9.142455084070312
2012-12-29,1.628613769568748,-1.52203369140625,4.2008004846281235
2012-12-30,-3.1959930000000005,14.42840576171875,4.520166748464062
2012-12-31,-2.1458471999999946,-5.7471923828125,-5.149554749842188
2013-01-01,-1.637632514999995,-2.9640350341796875,0.8161825789343755
2013-01-02,-1.325731208249996,10.7578125,2.019920992059374
2013-01-03,-1.1129134744812468,5.248046875,3.931284194610937
2013-01-04,-0.8384280307812477,2.9794921875,-0.4552111903749996
2013-01-05,-0.6577776072765609,-0.13848876953125,3.489071307653125
2013-01-06,-0.14139840345312465,-4.898284912109375,0.9461029403203121
2013-01-07,-0.05039311521562487,0.287017822265625,16.519538080018748
2013-01-08,0.0,2.0562591552734375,17.230862063925
2013-01-09,4.0,2.300445556640625,14.29594054720625
2013-01-10,4.6,6.6270751953125,9.868186743242187
2013-01-11,42.32,8.90972900390625,14.888339403978126
2013-01-12,-3.6390000000000047,-10.226104736328125,2.0827530983250018
2013-01-13,-2.260150000000001,-4.1515045166015625,12.583056960959377
2013-01-14,66.5617205,4.85137939453125,7.7512842360421885
2013-01-15,22.149780699999997,-0.869110107421875,6.048362192273439
2013-01-16,23.1161324025,7.1400146484375,-1.432743752546875
2013-01-17,2.0361749791874963,-1.1639404296875,-6.766070559960937
2013-01-18,-1.0816779264718708,7.5736541748046875,28.684588209085938
2013-01-19,-2.8403394186015563,-2.654754638671875,-13.446276273793753
2013-01-20,-1.9056133220609306,-0.8811798095703125,17.275375441964066
2013-01-21,14.913904427464068,0.1966094970703125,-0.27372520035000036
2013-01-22,4.620482702437503,9.446441650390625,14.349961091584374
2013-01-23,29.011930137087504,1.0436248779296875,39.57134685481406
2013-01-24,5.227214467203123,0.027191162109375,24.332449005404687
2013-01-25,16.56900355928125,2.0118865966796875,13.73759336039219
2013-01-26,-3.9394033836359386,2.75653076171875,2.0157064497546884
