,netdata/netdata,grafana/grafana,cacti/cacti
2015-12-22,-1.3786148863999994,15,0
2015-12-23,1.8192475136000001,7,0
2015-12-24,-0.6082417664000004,3,0
2015-12-25,4.1342309376,0,0
2015-12-26,-1.2468297728,0,0
2015-12-27,-0.03455651840000007,0,0
2015-12-28,-2.6810786816,3,0
2015-12-29,2.6420635647999995,2,0
2015-12-30,3.6033356800000003,0,0
2015-12-31,-3.4246831103999997,2,0
2016-01-01,-1.37279744,1,0
2016-01-02,-0.8188857344000002,0,0
2016-01-03,0.4404260863999997,0,0
2016-01-04,0.24457359359999997,6,0
2016-01-05,2.2303440896,6,0
2016-01-06,2.445153792,2,0
2016-01-07,0.7922731008000001,16,0
2016-01-08,-0.020340940799999707,24,6
2016-01-09,1.4062848,16,0
2016-01-10,2.07041024,1,1
2016-01-11,0.5649761280000001,10,0
2016-01-12,-1.2199743488,28,1
2016-01-13,-1.4013411328,22,3
2016-01-14,10.2316886016,18,0
2016-01-15,-4.910898483199999,12,0
2016-01-16,4.3328736256,4,0
2016-01-17,-0.3473872895999994,5,9
2016-01-18,-1.5546921984000002,29,3
2016-01-19,-1.5885023232000002,16,0
2016-01-20,0.1322546175999998,18,2
2016-01-21,2.0166136832,27,1
2016-01-22,-0.7559480319999998,3,5
2016-01-23,8.826155315200001,2,0
2016-01-24,0.47739084800000064,7,0
2016-01-25,1.4406213632000004,27,0
2016-01-26,-3.4479693823999997,23,2
2016-01-27,1.5339896831999993,17,0
2016-01-28,-2.1207505920000003,28,1
2016-01-29,-1.0240278528000002,35,11
2016-01-30,4.3061682176,2,6
2016-01-31,-0.4958240767999995,4,0
2016-02-01,1.2145310720000002,20,0
2016-02-02,2.0313410560000005,15,1
2016-02-03,-0.41510246399999984,10,0
2016-02-04,-1.7504271359999999,32,1
2016-02-05,1.1660855295999997,26,3
2016-02-06,5.6779648,3,5
2016-02-07,-0.42441727999999923,4,1
2016-02-08,2.5308293120000003,16,2
2016-02-09,-1.0816720895999996,26,0
2016-02-10,-2.0788624384000003,21,0
2016-02-11,-1.0218944512000003,23,3
2016-02-12,-0.6489358336000003,12,2
2016-02-13,0.5392450559999998,8,11
2016-02-14,0.23848202240000016,15,13
2016-02-15,-0.7928334335999998,35,11
2016-02-16,-0.33491415039999994,25,4
2016-02-17,1.8000977919999999,5,3
2016-02-18,0.10285168640000009,22,2
2016-02-19,-0.6929152,20,5
2016-02-20,-0.28933376,32,20
2016-02-21,-0.18072627200000008,13,8
2016-02-22,-0.12945786880000007,40,3
2016-02-23,-0.08867655680000003,33,0
2016-02-24,-0.05970431999999999,21,3
2016-02-25,0.951318016,11,0
2016-02-26,-0.4407520255999999,12,0
2016-02-27,-0.13279815679999998,3,1
2016-02-28,3.936,27,2
2016-02-29,-1.6415999999999997,37,0
2016-03-01,-0.509952,40,3
2016-03-02,-0.2789632,29,0
2016-03-03,-0.1847705600000002,16,0
2016-03-04,-0.13496371200000007,17,0
2016-03-05,-0.10465095680000003,5,0
2016-03-06,-0.07348223999999998,10,9
2016-03-07,-0.06062284799999997,21,1
2016-03-08,-0.051192627199999986,40,0
2016-03-09,0.0,16,0
2016-03-10,0.0,17,14
2016-03-11,0.0,32,8
2016-03-12,0.0,4,3
2016-03-13,1.0,4,0
2016-03-14,-0.3999999999999999,18,4
2016-03-15,-0.12,14,2
2016-03-16,-0.064,25,1
2016-03-17,-0.04160000000000005,9,0
2016-03-18,-0.029952000000000017,10,0
2016-03-19,-0.022963200000000007,5,27
2016-03-20,-0.018370559999999994,13,29
2016-03-21,-0.015155711999999993,16,10
2016-03-22,2.9872018432,20,7
2016-03-23,-1.1999999999999997,26,6
2016-03-24,-0.36,4,7
2016-03-25,-0.192,12,1
2016-03-26,1.8752,0,5
2016-03-27,-0.8898559999999999,2,15
2016-03-28,7.6911104,20,4
2016-03-29,1.6168883200000006,21,4
2016-03-30,1.9113328640000002,13,5
2016-03-31,5.7897015296,10,7
2016-04-01,-1.8987263999999993,4,13
2016-04-02,31.91564288,2,7
2016-04-03,-3.5077770239999975,12,7
2016-04-04,-3.0035367935999986,6,1
2016-04-05,-0.2022824959999987,8,2
2016-04-06,-1.4305414144000004,23,7
2016-04-07,-0.20951398400000087,9,0
2016-04-08,9.242160128,8,3
2016-04-09,7.899957452800001,14,3
2016-04-10,-1.767697510399998,7,11
2016-04-11,-7.292900351999999,21,6
2016-04-12,-2.2192377856000007,25,3
2016-04-13,0.600726118399999,12,1
2016-04-14,0.28926474239999944,13,1
2016-04-15,15.372015616,17,1
2016-04-16,2.4525946880000014,4,2
2016-04-17,3.524617932800002,3,5
2016-04-18,8.5643645952,16,1
2016-04-19,-0.45230141439999905,16,3
2016-04-20,6.640107008,9,4
2016-04-21,-1.0177865727999986,3,0
2016-04-22,-5.1181988864,26,9
2016-04-23,4.7244993536,7,5
2016-04-24,-1.1705350144000004,2,11
2016-04-25,1.2317816831999995,23,9
2016-04-26,-0.7689069567999995,19,7
2016-04-27,3.1436306432,11,4
2016-04-28,7.338177740800001,24,3
2016-04-29,8.160810188800001,10,2
2016-04-30,-2.646959718399998,5,5
2016-05-01,2.2293622784,1,0
2016-05-02,2.0180978688,26,0
2016-05-03,7.083426304,20,0
2016-05-04,-6.9124441088,12,0
2016-05-05,5.2933106688,2,1
2016-05-06,2.1907907584000004,3,0
2016-05-07,0.20074147839999945,1,0
2016-05-08,0.01944729600000006,0,5
2016-05-09,2.7201272832,10,3
2016-05-10,0.12822056959999983,26,7
2016-05-11,2.8263351296000003,14,5
2016-05-12,11.2337156096,11,2
2016-05-13,11.5650967552,14,18
2016-05-14,4.752867532800002,2,5
2016-05-15,-3.7108747263999984,1,4
2016-05-16,-2.271241420800001,21,1
2016-05-17,-5.597907968000001,13,1
2016-05-18,-0.9740107776000011,23,0
2016-05-19,4.186294272,13,0
2016-05-20,3.4754351104000003,22,2
2016-05-21,8.7196838912,3,19
2016-05-22,-7.833064447999998,0,20
2016-05-23,14.054182707199999,33,5
2016-05-24,-8.449756057599998,13,0
2016-05-25,-1.1234903040000006,19,0
2016-05-26,1.350061056,9,0
2016-05-27,-1.1473355776000007,19,1
2016-05-28,-2.3852046336,4,5
2016-05-29,11.7158603776,0,1
2016-05-30,-0.04577771519999985,13,8
2016-05-31,12.533418496,11,5
2016-06-01,-6.758066585599998,4,5
2016-06-02,9.085479935999999,14,0
2016-06-03,-6.2899362816,33,0
2016-06-04,12.6450623488,1,0
2016-06-05,10.653423206400001,2,0
2016-06-06,-4.882326015999999,15,0
2016-06-07,3.249487769600001,18,0
2016-06-08,12.698749235200001,22,0
2016-06-09,-6.363292569599999,19,0
2016-06-10,-0.4670903295999995,10,0
2016-06-11,19.212526489600002,14,0
2016-06-12,3.0863706111999996,2,5
2016-06-13,4.576375603200001,23,0
2016-06-14,0.7035711488000018,3,0
2016-06-15,-2.6742852607999996,5,0
2016-06-16,7.660872191999999,34,2
2016-06-17,16.231122944,26,0
2016-06-18,0.39196774400000045,0,8
2016-06-19,-2.847645900799998,1,2
2016-06-20,3.9704033279999997,19,2
2016-06-21,17.4006689792,14,0
2016-06-22,7.801567027200001,7,1
2016-06-23,-1.2279494655999983,24,5
2016-06-24,-10.037373337599998,3,0
2016-06-25,-6.532824064000001,23,1
2016-06-26,-3.925448396800001,5,3
2016-06-27,0.4135065599999992,0,3
2016-06-28,-3.0388943872,10,0
2016-06-29,0.26050805760000006,9,0
2016-06-30,5.0107541504,6,2
2016-07-01,13.2919213056,8,1
2016-07-02,4.932658380800001,2,0
2016-07-03,-0.8656859135999992,1,4
2016-07-04,8.14578432,0,5
2016-07-05,-1.2802575360000006,7,0
2016-07-06,19.786138009600002,17,0
2016-07-07,-3.365855743999999,4,1
2016-07-08,8.8974285824,10,1
2016-07-09,-5.521321881599999,0,6
2016-07-10,-7.355935641600001,0,3
2016-07-11,-1.7571482624000012,11,4
2016-07-12,8.740275814399999,7,13
2016-07-13,27.1787332608,2,6
2016-07-14,6.571609190400004,2,1
2016-07-15,8.916041523200002,0,0
2016-07-16,-5.606111743999998,0,1
2016-07-17,-7.4930514943999995,0,2
2016-07-18,0.6997435391999982,15,1
2016-07-19,5.481197055999999,8,1
2016-07-20,-3.3270654975999996,4,1
2016-07-21,-2.9548317696,6,0
2016-07-22,0.5966998528000005,3,0
2016-07-23,0.7004461056000002,10,0
2016-07-24,-3.033990963199999,0,0
2016-07-25,4.827838976,10,0
2016-07-26,2.9823968256000004,4,0
2016-07-27,2.506041958400001,15,0
2016-07-28,3.3213558784000003,2,0
2016-07-29,-2.125278719999999,9,0
2016-07-30,0.6621469695999997,1,4
2016-07-31,5.708253696,2,1
2016-08-01,-3.1829468159999994,14,0
2016-08-02,1.0913595392,2,1
2016-08-03,3.8197673984,0,0
2016-08-04,-1.3137391615999992,1,0
2016-08-05,-1.0065652735999997,1,0
2016-08-06,4.7376925696,0,0
2016-08-07,7.0467132416,1,0
2016-08-08,-2.0186519551999993,1,0
2016-08-09,2.0792245248000008,2,0
2016-08-10,-1.2188066816000003,19,0
2016-08-11,1.8984153087999998,19,0
2016-08-12,6.427590246399999,8,0
2016-08-13,0.3886969856000011,5,0
2016-08-14,14.3498727424,9,3
2016-08-15,-0.7254173695999988,21,8
2016-08-16,13.789724467200001,17,1
2016-08-17,-1.557174579199998,18,7
2016-08-18,-4.5098528768,20,22
2016-08-19,-5.523145830400001,6,15
2016-08-20,12.974759935999998,2,6
2016-08-21,10.524382720000002,0,2
2016-08-22,5.0017702912000015,14,17
2016-08-23,-5.818788147199998,2,15
2016-08-24,4.4893882368,3,4
2016-08-25,-0.7874326527999997,1,14
2016-08-26,3.7692963839999996,3,9
2016-08-27,11.9873456128,2,10
2016-08-28,-0.8143032319999985,0,13
2016-08-29,-3.4421459968000008,10,16
2016-08-30,-2.8717683712,9,9
2016-08-31,5.826712371199999,6,28
2016-09-01,-6.254017536,7,11
2016-09-02,4.2336038912,2,10
2016-09-03,15.4656231424,0,8
2016-09-04,2.9396823040000015,0,1
2016-09-05,1.0970155008000013,13,11
2016-09-06,-5.619703807999999,12,1
2016-09-07,16.833172479999998,18,0
2016-09-08,2.2294660095999994,14,2
2016-09-09,4.630784512,4,1
2016-09-10,0.3412572160000007,3,10
2016-09-11,3.6933453824000004,0,27
2016-09-12,-1.7484113919999995,8,1
2016-09-13,-1.6886774784000007,20,4
2016-09-14,7.714075648,13,8
2016-09-15,7.0491116544,18,5
2016-09-16,9.516770611200002,5,3
