,gitbucket/gitbucket,gogs/gogs,gitlabhq/gitlabhq
2016-04-15,9,0,8.298866790399998
2016-04-16,5,0,12.764057804799997
2016-04-17,2,0,-12.295274086400006
2016-04-18,0,0,114.0496474112
2016-04-19,2,2,40.308203929600005
2016-04-20,0,1,71.2014651392
2016-04-21,0,0,43.0810952704
2016-04-22,0,2,30.766160486399997
2016-04-23,0,0,-30.354439475200003
2016-04-24,2,0,-14.059066982400008
2016-04-25,0,1,40.0542927872
2016-04-26,0,2,50.28020398080001
2016-04-27,0,1,-3.294145740799994
2016-04-28,0,0,55.1402604544
2016-04-29,6,0,11.030336819200006
2016-04-30,4,0,-14.5261372416
2016-05-01,0,0,-8.500072345600003
2016-05-02,6,0,13.306689126399995
2016-05-03,0,0,32.2839806976
2016-05-04,0,0,62.661865984
2016-05-05,8,0,32.364842803200006
2016-05-06,0,4,18.5418394624
2016-05-07,0,1,-11.0689447936
2016-05-08,0,0,6.4483192831999965
2016-05-09,0,0,54.255398809599996
2016-05-10,0,0,32.3526815744
2016-05-11,0,4,30.501329715199997
2016-05-12,0,2,83.87987527679999
2016-05-13,5,0,37.7370400768
2016-05-14,2,0,-0.4708434944000004
2016-05-15,0,0,-7.1792492544000055
2016-05-16,0,0,103.7170473984
2016-05-17,1,0,-13.878336409599996
2016-05-18,1,0,50.027775897599994
2016-05-19,3,0,65.2362062848
2016-05-20,0,0,9.228795187200006
2016-05-21,0,0,-4.423432294400001
2016-05-22,1,0,11.718231961599997
2016-05-23,2,1,52.962500608
2016-05-24,1,1,15.704451584000005
2016-05-25,6,0,68.87768575999999
2016-05-26,3,0,6.758213017599999
2016-05-27,2,1,-4.2383490048
2016-05-28,4,1,-11.1026578432
2016-05-29,2,0,7.571539148799998
2016-05-30,2,4,40.4813012992
2016-05-31,2,0,23.247674265600004
2016-06-01,3,2,36.269798809600005
2016-06-02,0,0,47.7974230016
2016-06-03,0,0,145.7683792896
2016-06-04,2,0,-41.9619120128
2016-06-05,0,0,-16.232525209600016
2016-06-06,0,0,108.59030312959999
2016-06-07,0,0,63.2973225984
2016-06-08,4,0,61.974976307199995
2016-06-09,3,0,64.9121632256
2016-06-10,1,0,66.3174170624
2016-06-11,3,0,-39.9769705472
2016-06-12,1,2,-20.460135936000007
2016-06-13,0,0,111.0288318464
2016-06-14,0,0,117.83880232960001
2016-06-15,2,0,111.56029706240001
2016-06-16,0,0,9.803038310399998
2016-06-17,0,0,107.73871872
2016-06-18,0,0,-20.038528
2016-06-19,3,0,-35.93503375360002
2016-06-20,0,0,80.01703372799999
2016-06-21,1,0,66.23551539200001
2016-06-22,0,0,24.219290316800006
2016-06-23,0,0,44.2440585216
2016-06-24,0,1,3.0669887488
2016-06-25,10,0,-24.0463675392
2016-06-26,0,2,-9.877987430400005
2016-06-27,0,11,56.847504896
2016-06-28,0,0,35.58342041600001
2016-06-29,0,5,60.942020403200004
2016-06-30,2,1,42.3513991168
2016-07-01,3,5,36.8234254336
2016-07-02,7,3,-25.503234560000003
2016-07-03,2,0,-10.730630041600008
2016-07-04,3,1,44.51130388479999
2016-07-05,2,0,74.4015726592
2016-07-06,0,1,80.0893067264
2016-07-07,4,2,43.0341895168
2016-07-08,3,1,74.404460032
2016-07-09,11,5,-20.068722380799997
2016-07-10,3,3,-7.751170662400014
2016-07-11,5,4,50.293489868799995
2016-07-12,6,0,197.468381696
2016-07-13,3,0,8.861604249600006
2016-07-14,1,0,55.55043594239999
2016-07-15,0,12,25.599254016000003
2016-07-16,2,6,-24.492016640000003
2016-07-17,0,7,-17.20671887360001
2016-07-18,0,0,131.955243008
2016-07-19,1,0,88.7891684352
2016-07-20,2,0,97.0920172544
2016-07-21,0,5,50.9465396224
2016-07-22,0,3,-1.777051033600003
2016-07-23,0,17,-24.344261427200003
2016-07-24,0,2,7.652980326399991
2016-07-25,3,3,16.020210380799995
2016-07-26,3,5,63.754489139200004
2016-07-27,2,1,26.385622118400008
2016-07-28,3,4,9.936770457600005
2016-07-29,0,1,49.241472512
2016-07-30,3,4,-22.874571263999997
2016-07-31,4,0,-9.561773670400008
2016-08-01,0,0,53.482837913599994
2016-08-02,1,0,58.644580761600004
2016-08-03,2,5,33.3977852928
2016-08-04,5,1,67.3169156096
2016-08-05,0,3,18.959525580800005
2016-08-06,3,5,-16.4883054592
2016-08-07,3,6,-12.924764876800005
2016-08-08,1,2,41.476038758399994
2016-08-09,0,9,31.9654528
2016-08-10,1,15,25.879514726400004
2016-08-11,4,24,52.1218448384
2016-08-12,5,6,127.15528704
2016-08-13,10,3,-10.907413299199995
2016-08-14,1,3,-26.15578327040001
2016-08-15,1,14,78.041778688
2016-08-16,0,8,40.8952295424
2016-08-17,0,3,262.5346848768
2016-08-18,1,1,34.65829570560001
2016-08-19,0,0,54.067762995199985
2016-08-20,0,0,-36.540577075200005
2016-08-21,0,0,-23.53769502720001
2016-08-22,2,0,23.666519244799986
2016-08-23,0,3,15.893090201599996
2016-08-24,0,3,21.5539605504
2016-08-25,0,2,52.98342850560002
2016-08-26,1,4,21.327116492800016
2016-08-27,0,8,-22.968098815999994
2016-08-28,2,6,-7.713821798400003
2016-08-29,0,2,37.3135864832
2016-08-30,3,20,111.813000192
2016-08-31,0,6,47.37758238720001
2016-09-01,0,7,31.268811059199997
2016-09-02,0,1,31.134235955199998
2016-09-03,4,2,-22.6341885952
2016-09-04,0,0,-12.914703564800007
2016-09-05,2,0,30.025940787199993
2016-09-06,0,0,39.715275673600004
2016-09-07,0,0,84.16558315520001
2016-09-08,0,0,13.831047884800007
2016-09-09,0,1,22.772252979199997
2016-09-10,1,0,-20.2946763776
2016-09-11,0,0,-12.485825126400005
2016-09-12,2,0,22.962253209599996
2016-09-13,0,0,98.7785708544
2016-09-14,0,0,19.567273779200004
2016-09-15,0,0,42.3818033152
2016-09-16,0,1,38.251521433600004
2016-09-17,0,0,-18.688230604799998
2016-09-18,1,0,0.1316277247999924
2016-09-19,1,0,69.63052359679999
2016-09-20,2,0,84.45097922560001
2016-09-21,1,0,14.437851443200003
2016-09-22,3,1,43.896196915199994
2016-09-23,2,0,11.271512576
2016-09-24,0,0,-19.4084103168
2016-09-25,2,0,-5.116987392000006
2016-09-26,0,0,30.953956044799995
2016-09-27,0,0,43.866739097600004
2016-09-28,5,0,29.730209996800006
2016-09-29,3,0,23.045001216000003
2016-09-30,1,0,61.756317696
2016-10-01,1,0,-12.420259020799996
2016-10-02,1,0,-2.6557835264000076
2016-10-03,3,0,83.043898368
2016-10-04,1,0,49.21748736000001
2016-10-05,2,0,65.43673006079999
2016-10-06,0,0,84.4329046016
2016-10-07,0,0,23.3306196992
2016-10-08,0,0,-18.399473152
2016-10-09,1,0,-17.706713292800007
2016-10-10,2,0,63.58922905599999
2016-10-11,1,0,85.0093313024
2016-10-12,2,0,18.498582937600005
2016-10-13,2,0,71.8022996992
2016-10-14,0,0,56.63809638400001
2016-10-15,0,0,8.779430502399997
2016-10-16,5,0,-8.29685196800001
2016-10-17,2,2,89.7740993536
2016-10-18,1,0,43.86214656
2016-10-19,0,0,120.5042796544
2016-10-20,0,0,75.3170962432
2016-10-21,0,0,-5.502951526400004
2016-10-22,0,0,-18.93937530880001
2016-10-23,0,0,-20.803879321600007
2016-10-24,0,0,75.06141265919999
2016-10-25,0,0,30.334541209600005
2016-10-26,2,0,36.7779680256
2016-10-27,0,0,20.641394176000006
2016-10-28,0,0,32.731593625600006
2016-10-29,2,0,-22.954966630399998
2016-10-30,0,0,-4.248164352000005
2016-10-31,3,0,33.489679155199994
2016-11-01,7,0,71.0424223744
2016-11-02,1,0,21.549141811200005
2016-11-03,1,0,43.8255374336
2016-11-04,1,0,75.0863143936
2016-11-05,0,0,-22.745330687999996
2016-11-06,2,0,-3.256986009600009
2016-11-07,1,0,41.8288140288
2016-11-08,4,0,43.424784896000006
2016-11-09,1,0,16.697885696000004
2016-11-10,0,0,82.8458042368
2016-11-11,2,0,22.686933606400004
2016-11-12,1,0,2.9427878911999983
2016-11-13,0,0,-16.643978342400004
2016-11-14,1,0,47.57142671359999
2016-11-15,0,0,44.3712644096
2016-11-16,1,0,162.7064835072
2016-11-17,0,0,188.89627392
2016-11-18,0,0,65.99910840320001
2016-11-19,3,0,-38.34116198400001
2016-11-20,0,2,-27.837269094400014
2016-11-21,0,0,136.7519128576
2016-11-22,0,0,114.784784896
2016-11-23,0,0,19.154277273599995
2016-11-24,1,4,4.537681817599989
2016-11-25,2,0,16.676372684800008
2016-11-26,7,0,-28.60864563199999
2016-11-27,7,0,-16.716213043200003
2016-11-28,1,0,40.6149423104
2016-11-29,1,0,29.242961920000006
2016-11-30,3,0,88.71865569280001
2016-12-01,2,0,37.33032591360001
2016-12-02,0,0,44.411290111999996
2016-12-03,1,0,-15.903942963200002
2016-12-04,2,0,-7.497436774400008
2016-12-05,0,0,37.41556264959999
2016-12-06,1,0,53.5689181184
2016-12-07,0,0,44.258546175999996
2016-12-08,4,1,54.5995155456
2016-12-09,2,0,38.1059494912
2016-12-10,4,0,0.6618099712000003
2016-12-11,5,0,-13.475699200000005
2016-12-12,7,0,70.00653055999999
2016-12-13,0,0,55.7196966912
2016-12-14,3,0,38.7283955712
2016-12-15,0,0,85.40679075839999
2016-12-16,0,0,140.2325088256
2016-12-17,2,0,-31.3500434432
2016-12-18,4,0,-17.64715008000001
2016-12-19,5,0,90.0244791296
2016-12-20,0,0,48.819710566400005
2016-12-21,0,26,137.59483391999999
2016-12-22,2,16,10.590820556800004
2016-12-23,1,5,4.0648012799999975
2016-12-24,0,7,-21.582600806399995
2016-12-25,0,0,-22.597763072000003
2016-12-26,1,0,16.868889599999996
2016-12-27,9,6,43.08654284800001
2016-12-28,6,0,40.93354414080001
2016-12-29,2,0,7.914682163200009
2016-12-30,2,0,-4.823957094399997
2016-12-31,0,0,42.7799821312
2017-01-01,0,1,-19.0460954624
2017-01-02,1,0,18.156807475199994
2017-01-03,9,3,58.596246527999995
2017-01-04,6,0,47.2880869376
2017-01-05,6,0,32.211995648
2017-01-06,4,0,29.0604534784
2017-01-07,1,0,-20.147808563200005
2017-01-08,5,0,-9.272214528000005
2017-01-09,0,0,220.1161394176
2017-01-10,2,0,0.285407744000004
2017-01-11,5,0,-6.3492626432000066
2017-01-12,3,0,21.983366553599996
2017-01-13,6,0,25.3469686784
2017-01-14,3,0,-16.3638770688
2017-01-15,2,0,24.379422412799993
2017-01-16,6,0,26.594961100799996
2017-01-17,2,0,47.70763427840001
2017-01-18,0,0,43.269798912000006
2017-01-19,1,0,48.1709846528
2017-01-20,0,0,24.847429324799997
2017-01-21,2,0,18.476069171199995
2017-01-22,1,2,10.018217983999996
2017-01-23,1,4,30.261491916799994
2017-01-24,1,1,55.870710783999996
2017-01-25,2,5,72.765031936
2017-01-26,1,3,40.7516443648
2017-01-27,0,3,48.732252774399996
2017-01-28,5,11,-24.329806745599996
2017-01-29,1,3,-18.46736465920001
2017-01-30,0,7,54.2680356864
2017-01-31,3,3,190.5495968768
2017-02-01,0,4,-9.773848575999992
2017-02-02,0,3,42.706079436799996
2017-02-03,0,1,108.16697845760001
2017-02-04,1,0,-33.51243581439999
2017-02-05,0,0,-13.863679692800012
2017-02-06,3,1,111.61629491199999
2017-02-07,2,7,90.3644460032
2017-02-08,2,3,31.087854284800002
2017-02-09,1,7,56.938252902399995
2017-02-10,0,17,59.5595846656
2017-02-11,4,7,-28.188695859199996
2017-02-12,5,4,-15.728593817600007
2017-02-13,0,7,73.142887936
2017-02-14,4,17,70.1988475904
2017-02-15,4,15,63.758886195200006
2017-02-16,1,6,91.7791184896
2017-02-17,0,13,47.760798822400005
2017-02-18,3,16,-36.3862848512
2017-02-19,0,11,-20.908735590400006
2017-02-20,12,8,76.05382707199999
2017-02-21,2,10,47.910152601600004
2017-02-22,0,5,72.8690260992
2017-02-23,1,12,89.7883645952
2017-02-24,3,8,46.77896427520001
2017-02-25,0,1,-26.250237132800002
2017-02-26,3,3,-18.66383155200001
2017-02-27,0,2,50.481887539199995
2017-02-28,2,22,47.7624577024
2017-03-01,0,4,63.7857256448
2017-03-02,5,3,72.7786225664
2017-03-03,4,2,26.785636249600003
2017-03-04,0,2,-21.135280537599996
2017-03-05,0,4,4.910437580799993
2017-03-06,2,1,162.55184424959998
2017-03-07,3,7,62.84837765120001
2017-03-08,1,3,56.214259404799996
2017-03-09,3,6,37.35443978239999
2017-03-10,2,9,4.240807526400005
2017-03-11,7,9,-22.869478707200003
2017-03-12,0,8,-20.75789025280001
2017-03-13,11,7,80.8926128128
2017-03-14,9,1,43.07106549760001
2017-03-15,0,2,21.092804505600007
2017-03-16,1,4,88.8112444416
2017-03-17,6,9,33.7467722752
2017-03-18,7,1,-25.596994252800002
2017-03-19,1,1,-14.84267417600001
2017-03-20,0,3,62.82856304639999
2017-03-21,0,0,72.15697920000001
2017-03-22,0,5,41.815351296
2017-03-23,8,7,98.22340679679999
2017-03-24,0,10,41.04046417920001
2017-03-25,0,3,-25.655641088000003
2017-03-26,0,0,-19.16332554240001
2017-03-27,1,7,54.43193937919999
2017-03-28,0,5,56.596524646400006
2017-03-29,1,2,31.957649305600007
2017-03-30,0,4,20.8085338112
2017-03-31,1,9,16.076833280000002
2017-04-01,3,3,-20.098065919999996
2017-04-02,18,0,3.697059430399996
2017-04-03,0,3,113.9755475968
2017-04-04,4,10,76.8759773184
2017-04-05,1,9,76.790217728
2017-04-06,0,10,251.8709338112
2017-04-07,0,10,51.775124684800005
2017-04-08,0,3,-45.97935718400002
2017-04-09,14,0,-18.373618892800025
2017-04-10,1,0,51.74702612479999
2017-04-11,1,0,39.1571341312
