,facebook/react,jquery/jquery,angular/angular
2020-06-20,-0.33413923783281235,0,2.0
2020-06-21,-0.19082288312343726,0,0.0
2020-06-22,-0.11893332378593735,0,19.0
2020-06-23,4.913757281984375,0,7.0
2020-06-24,-0.5708626748171878,0,2.0
2020-06-25,1.7223099569125,1,38.0
2020-06-26,1.6269137549640624,0,26.0
2020-06-27,-0.41244912603124984,0,3.0
2020-06-28,-0.2443814550718748,0,2.0
2020-06-29,0.8358649375000002,0,14.0
2020-06-30,7.77097301875,0,5.0
2020-07-01,12.048600909921875,0,3.0
2020-07-02,0.22099431982031126,0,0.0
2020-07-03,-1.0749865185312506,0,1.0
2020-07-04,-0.6778510811031246,0,0.0
2020-07-05,-0.48450621757187357,0,0.0
2020-07-06,6.632767453750001,0,11.0
2020-07-07,5.9983424544843755,0,4.0
2020-07-08,8.729512567089062,0,15.0
2020-07-09,4.271733718009374,0,11.0
2020-07-10,8.477540791001562,0,6.0
2020-07-11,-1.8292524550718754,0,0.0
2020-07-12,-1.032576337499999,0,0.0
2020-07-13,6.260067538750001,0,23.0
2020-07-14,0.7204203101406264,0,8.0
2020-07-15,7.008153303639063,1,16.0
2020-07-16,3.5578425995921874,0,10.0
2020-07-17,3.6860271340468755,0,5.0
2020-07-18,-1.253218495371875,0,0.0
2020-07-19,-0.7411561128593741,0,0.0
2020-07-20,2.5212736012500008,1,11.0
2020-07-21,1.321642066390626,0,5.0
2020-07-22,2.3519280237171882,1,10.0
2020-07-23,1.3098772470531252,0,12.0
2020-07-24,2.3755116333843755,0,7.0
2020-07-25,0.3449889222421876,0,3.0
2020-07-26,0.5322986998203129,0,0.0
2020-07-27,9.62021963625,2,19.0
2020-07-28,0.7419006309531246,0,16.0
2020-07-29,5.148548952610938,0,17.0
2020-07-30,1.8810446758812498,0,6.0
2020-07-31,7.059481965110938,0,18.0
2020-08-01,-0.37825085286875004,0,0.0
2020-08-02,-0.8791871918734369,0,0.0
2020-08-03,2.4130838469484384,0,4.0
2020-08-04,0.2526082998078135,0,2.0
2020-08-05,3.406230133609376,0,9.0
2020-08-06,5.240598478084375,0,15.0
2020-08-07,2.9485028632375,0,3.0
2020-08-08,-0.9658495079828127,0,0.0
2020-08-09,-0.5660119208031246,0,0.0
2020-08-10,6.642716046214063,0,16.0
2020-08-11,0.028202814703125245,0,15.0
2020-08-12,1.362421269376563,0,12.0
2020-08-13,4.389617667901563,1,16.0
2020-08-14,4.1014824267625,0,2.0
2020-08-15,-0.004146117278124972,0,2.0
2020-08-16,-0.6506712476437498,0,0.0
2020-08-17,5.58613611375,0,14.0
2020-08-18,2.083207837640625,0,9.0
2020-08-19,5.172396014232813,0,13.0
2020-08-20,4.929069227682812,0,6.0
2020-08-21,1.7872552361,0,6.0
2020-08-22,-0.0006175240078123423,0,0.0
2020-08-23,-0.7088599006953119,0,0.0
2020-08-24,3.5343774324640633,0,11.0
2020-08-25,0.2431489581562507,2,14.0
2020-08-26,2.4263549432375004,1,5.0
2020-08-27,1.3362285992984377,0,16.0
2020-08-28,5.3996039054406255,0,8.0
2020-08-29,0.049178749487499784,0,0.0
2020-08-30,-0.5925171706234373,0,0.0
2020-08-31,0.6283890999640629,1,19.0
2020-09-01,1.6264385141875006,1,5.0
2020-09-02,2.5348681630906253,3,10.0
2020-09-03,4.427119990917188,0,7.0
2020-09-04,5.163280126360937,0,0.0
2020-09-05,-1.0532430294156252,0,0.0
2020-09-06,-0.5798444407312497,0,0.0
2020-09-07,0.631520676214063,0,0.0
2020-09-08,0.6241995069843758,0,33.0
2020-09-09,1.631672870182813,0,17.0
2020-09-10,5.54655679963125,0,19.0
2020-09-11,2.1212371998140624,0,7.0
2020-09-12,0.23681660922656245,0,0.0
2020-09-13,-0.526996877715625,0,0.0
2020-09-14,3.6890357912500007,0,13.0
2020-09-15,0.3658259657343753,0,8.0
2020-09-16,0.5318606169484379,0,17.0
2020-09-17,1.5912995564328127,0,3.0
