,definitelytyped/definitelytyped,microsoft/TypeScript,sindresorhus/type-fest
2022-02-16,7,4,0
2022-02-17,8,11,0
2022-02-18,8,7,0
2022-02-19,4,1,2
2022-02-20,4,2,0
2022-02-21,11,1,0
2022-02-22,12,2,0
2022-02-23,19,2,0
2022-02-24,15,1,0
2022-02-25,14,6,0
2022-02-26,2,0,0
2022-02-27,6,0,0
2022-02-28,11,4,0
2022-03-01,31,3,0
2022-03-02,23,4,0
2022-03-03,9,4,0
2022-03-04,12,8,0
2022-03-05,10,7,0
2022-03-06,1,0,0
2022-03-07,17,2,0
2022-03-08,9,2,0
2022-03-09,7,6,0
2022-03-10,15,1,0
2022-03-11,8,5,0
2022-03-12,8,2,0
2022-03-13,1,0,0
2022-03-14,17,4,0
2022-03-15,13,2,0
2022-03-16,17,7,1
2022-03-17,10,6,0
2022-03-18,10,0,0
2022-03-19,17,0,2
2022-03-20,4,1,0
2022-03-21,23,1,0
2022-03-22,6,7,0
2022-03-23,21,6,0
2022-03-24,13,4,0
2022-03-25,16,5,0
2022-03-26,6,1,0
2022-03-27,4,1,0
2022-03-28,11,4,0
2022-03-29,36,2,0
2022-03-30,19,8,2
2022-03-31,19,2,2
2022-04-01,6,5,0
2022-04-02,2,1,0
2022-04-03,1,1,0
2022-04-04,12,12,0
2022-04-05,10,13,0
2022-04-06,2,7,0
2022-04-07,11,7,0
2022-04-08,10,13,0
2022-04-09,15,2,1
2022-04-10,2,1,0
2022-04-11,13,6,0
2022-04-12,11,3,0
2022-04-13,21,3,0
2022-04-14,29,8,0
2022-04-15,7,3,0
2022-04-16,5,0,0
2022-04-17,4,0,0
2022-04-18,21,2,1
2022-04-19,17,3,0
2022-04-20,9,2,0
2022-04-21,24,5,0
2022-04-22,17,5,0
2022-04-23,4,0,0
2022-04-24,7,0,0
2022-04-25,15,4,0
2022-04-26,28,2,0
2022-04-27,11,7,0
2022-04-28,13,2,0
2022-04-29,2,4,0
2022-04-30,3,0,0
2022-05-01,2,2,0
2022-05-02,20,6,0
2022-05-03,12,3,0
2022-05-04,7,9,0
2022-05-05,9,8,0
2022-05-06,11,5,0
2022-05-07,3,3,0
2022-05-08,3,1,0
2022-05-09,12,13,0
2022-05-10,10,6,0
2022-05-11,10,5,0
2022-05-12,19,4,0
2022-05-13,7,5,1
2022-05-14,5,2,0
2022-05-15,8,1,0
2022-05-16,18,5,0
2022-05-17,15,2,0
2022-05-18,14,1,0
2022-05-19,12,4,0
2022-05-20,10,2,0
2022-05-21,6,0,0
2022-05-22,2,0,0
2022-05-23,11,2,0
2022-05-24,11,3,6
2022-05-25,13,3,0
2022-05-26,8,3,0
2022-05-27,10,5,1
2022-05-28,6,1,0
2022-05-29,3,2,0
2022-05-30,4,1,0
2022-05-31,11,8,0
2022-06-01,18,4,0
2022-06-02,4,5,0
2022-06-03,12,4,0
2022-06-04,9,1,0
2022-06-05,5,0,0
2022-06-06,11,6,0
2022-06-07,12,3,0
2022-06-08,13,6,0
2022-06-09,13,4,0
2022-06-10,8,6,0
2022-06-11,2,2,0
2022-06-12,3,1,0
2022-06-13,7,1,2
2022-06-14,13,6,0
2022-06-15,12,6,0
2022-06-16,9,4,0
2022-06-17,3,8,0
2022-06-18,3,1,0
2022-06-19,2,1,0
2022-06-20,8,3,0
2022-06-21,18,5,0
2022-06-22,10,2,0
2022-06-23,15,0,0
2022-06-24,3,3,2
2022-06-25,7,0,0
2022-06-26,6,1,0
2022-06-27,11,4,0
2022-06-28,10,3,0
2022-06-29,8,5,0
2022-06-30,23,3,4
2022-07-01,3,2,0
2022-07-02,1,1,2
2022-07-03,6,1,3
2022-07-04,11,1,0
2022-07-05,23,6,0
2022-07-06,14,14,0
2022-07-07,11,5,0
2022-07-08,12,1,0
2022-07-09,2,1,0
2022-07-10,2,0,0
2022-07-11,8,1,0
2022-07-12,11,2,0
2022-07-13,15,2,0
2022-07-14,22,5,0
2022-07-15,10,2,0
2022-07-16,3,2,0
2022-07-17,5,0,0
2022-07-18,10,4,0
2022-07-19,10,8,2
2022-07-20,20,4,2
2022-07-21,9,1,0
2022-07-22,8,3,0
2022-07-23,1,1,0
2022-07-24,4,2,1
2022-07-25,15,6,0
2022-07-26,9,4,0
2022-07-27,14,9,0
2022-07-28,9,3,0
2022-07-29,5,7,0
2022-07-30,4,2,3
2022-07-31,3,2,0
2022-08-01,12,5,0
2022-08-02,7,2,0
2022-08-03,8,8,0
2022-08-04,15,3,0
2022-08-05,17,3,0
2022-08-06,3,1,0
2022-08-07,6,2,0
2022-08-08,7,2,0
2022-08-09,3,12,0
2022-08-10,16,10,0
2022-08-11,4,4,0
2022-08-12,19,2,0
2022-08-13,5,1,0
2022-08-14,0,2,0
2022-08-15,23,7,0
2022-08-16,18,7,0
2022-08-17,22,3,1
2022-08-18,10,6,2
2022-08-19,14,6,0
2022-08-20,1,1,0
2022-08-21,3,2,0
2022-08-22,19,4,4
2022-08-23,15,5,0
2022-08-24,29,4,2
2022-08-25,6,6,0
2022-08-26,5,10,4
2022-08-27,6,3,0
2022-08-28,7,1,2
2022-08-29,44,3,7
2022-08-30,14,3,0
2022-08-31,13,5,1
2022-09-01,8,7,2
2022-09-02,5,5,0
2022-09-03,1,1,1
2022-09-04,2,0,0
2022-09-05,2,0,2
2022-09-06,8,5,0
2022-09-07,16,3,0
2022-09-08,8,4,0
2022-09-09,12,3,0
2022-09-10,5,1,0
2022-09-11,9,0,0
2022-09-12,20,8,0
2022-09-13,26,4,0
2022-09-14,8,3,0
2022-09-15,27,6,1
2022-09-16,9,8,0
2022-09-17,5,2,0
2022-09-18,4,1,0
2022-09-19,4,6,0
2022-09-20,6,9,0
2022-09-21,7,8,3
2022-09-22,3,6,0
2022-09-23,7,5,0
2022-09-24,22,1,1
2022-09-25,5,1,0
2022-09-26,16,5,1
2022-09-27,9,2,0
2022-09-28,10,5,0
2022-09-29,11,6,1
2022-09-30,11,3,0
2022-10-01,4,1,0
2022-10-02,7,0,0
2022-10-03,7,4,0
2022-10-04,14,5,0
2022-10-05,22,3,0
2022-10-06,13,2,0
2022-10-07,4,5,0
2022-10-08,3,1,0
2022-10-09,1,0,2
2022-10-10,7,3,1
2022-10-11,12,2,0
2022-10-12,12,1,1
2022-10-13,7,8,1
2022-10-14,16,3,1
2022-10-15,10,1,0
2022-10-16,7,2,0
2022-10-17,5,3,1
2022-10-18,11,5,0
2022-10-19,21,6,5
2022-10-20,16,3,2
2022-10-21,6,5,1
2022-10-22,6,2,0
2022-10-23,3,1,0
2022-10-24,12,2,0
2022-10-25,15,4,1
2022-10-26,21,4,0
2022-10-27,12,2,0
2022-10-28,13,5,0
2022-10-29,7,1,0
2022-10-30,3,1,0
2022-10-31,18,5,0
2022-11-01,19,2,0
2022-11-02,24,7,0
2022-11-03,8,3,0
2022-11-04,29,1,1
2022-11-05,3,2,5
2022-11-06,5,1,0
2022-11-07,32,44,0
2022-11-08,23,8,0
2022-11-09,6,7,0
2022-11-10,1,3,0
2022-11-11,11,5,0
2022-11-12,1,1,0
2022-11-13,7,0,0
2022-11-14,30,1,0
2022-11-15,15,8,0
2022-11-16,13,3,0
2022-11-17,10,4,0
2022-11-18,5,3,0
2022-11-19,2,1,0
2022-11-20,4,2,0
2022-11-21,11,1,0
2022-11-22,10,2,0
2022-11-23,5,1,0
2022-11-24,4,1,0
2022-11-25,6,0,0
2022-11-26,6,0,1
2022-11-27,3,0,0
2022-11-28,7,3,4
2022-11-29,3,6,0
2022-11-30,9,4,0
2022-12-01,7,3,0
2022-12-02,6,3,0
2022-12-03,7,1,0
2022-12-04,3,1,0
2022-12-05,21,7,0
2022-12-06,15,10,0
2022-12-07,8,9,0
2022-12-08,9,4,3
2022-12-09,8,12,0
2022-12-10,4,1,0
2022-12-11,9,1,0
2022-12-12,7,6,0
2022-12-13,8,9,2
2022-12-14,10,2,0
2022-12-15,4,6,0
2022-12-16,9,6,0
2022-12-17,4,2,0
2022-12-18,4,1,0
2022-12-19,11,3,0
2022-12-20,5,7,0
2022-12-21,5,1,0
2022-12-22,6,1,0
2022-12-23,8,0,0
2022-12-24,2,0,0
2022-12-25,1,0,7
2022-12-26,5,0,0
2022-12-27,17,1,0
2022-12-28,7,2,0
2022-12-29,12,0,0
2022-12-30,5,4,0
2022-12-31,6,1,0
2023-01-01,4,0,0
2023-01-02,3,1,0
2023-01-03,5,3,0
2023-01-04,8,1,2
2023-01-05,2,5,0
2023-01-06,3,6,0
2023-01-07,4,2,0
2023-01-08,3,1,0
2023-01-09,5,8,0
2023-01-10,9,9,0
2023-01-11,10,7,0
2023-01-12,10,4,0
2023-01-13,5,8,2
2023-01-14,2,1,0
2023-01-15,1,1,2
2023-01-16,17,1,0
2023-01-17,4,7,0
2023-01-18,24,4,0
2023-01-19,5,8,0
2023-01-20,6,19,2
2023-01-21,2,5,0
2023-01-22,2,1,0
2023-01-23,15,5,0
2023-01-24,16,3,0
2023-01-25,16,7,0
2023-01-26,8,2,0
2023-01-27,7,6,0
2023-01-28,3,1,0
2023-01-29,4,1,0
2023-01-30,11,3,2
2023-01-31,8,5,0
2023-02-01,6,11,0
2023-02-02,10,11,0
2023-02-03,18,7,0
2023-02-04,12,2,2
2023-02-05,1,1,0
2023-02-06,7,8,0
2023-02-07,10,4,2
2023-02-08,5,2,0
2023-02-09,6,8,2
2023-02-10,9,4,0
2023-02-11,3,1,0
2023-02-12,2,0,0
2023-02-13,13,5,0
2023-02-14,32,10,0
2023-02-15,28,4,0
2023-02-16,10,10,0
2023-02-17,10,5,3
2023-02-18,6,5,0
2023-02-19,5,0,0
2023-02-20,6,1,0
2023-02-21,9,8,0
2023-02-22,9,7,0
2023-02-23,13,4,0
2023-02-24,10,3,0
2023-02-25,5,0,0
2023-02-26,7,1,2
2023-02-27,5,5,0
2023-02-28,12,6,0
2023-03-01,6,19,0
2023-03-02,14,4,0
2023-03-03,7,5,0
2023-03-04,7,2,0
2023-03-05,1,0,0
2023-03-06,10,5,0
2023-03-07,6,20,0
2023-03-08,13,9,0
2023-03-09,6,6,0
2023-03-10,6,5,1
2023-03-11,4,1,1
2023-03-12,6,1,0
