,rust-lang/rust,golang/go,nim-lang/Nim
2021-08-24,60,14,2
2021-08-25,74,20,2
2021-08-26,91,14,2
2021-08-27,63,19,1
2021-08-28,55,10,2
2021-08-29,53,1,3
2021-08-30,73,17,0
2021-08-31,108,27,3
2021-09-01,68,22,0
2021-09-02,78,32,6
2021-09-03,43,8,7
2021-09-04,44,10,7
2021-09-05,53,2,1
2021-09-06,48,6,7
2021-09-07,53,17,1
2021-09-08,78,34,1
2021-09-09,113,30,2
2021-09-10,65,16,1
2021-09-11,62,2,4
2021-09-12,46,2,0
2021-09-13,63,11,3
2021-09-14,39,14,3
2021-09-15,59,21,0
2021-09-16,70,13,1
2021-09-17,101,19,1
2021-09-18,44,1,0
2021-09-19,46,3,2
2021-09-20,42,24,5
2021-09-21,57,25,0
2021-09-22,49,26,2
2021-09-23,29,14,2
2021-09-24,72,20,5
2021-09-25,59,3,2
2021-09-26,50,0,0
2021-09-27,49,35,4
2021-09-28,66,21,3
2021-09-29,41,21,3
2021-09-30,97,13,5
2021-10-01,97,13,4
2021-10-02,64,7,0
2021-10-03,75,0,3
2021-10-04,80,20,4
2021-10-05,81,33,1
2021-10-06,74,29,4
2021-10-07,86,19,6
2021-10-08,62,20,0
2021-10-09,113,4,1
2021-10-10,103,1,0
2021-10-11,79,17,1
2021-10-12,91,16,1
2021-10-13,89,14,5
2021-10-14,60,19,4
2021-10-15,80,16,1
2021-10-16,55,2,1
2021-10-17,45,2,3
2021-10-18,77,16,0
2021-10-19,75,25,1
2021-10-20,87,16,1
2021-10-21,78,13,2
2021-10-22,60,6,4
2021-10-23,44,9,0
2021-10-24,35,0,2
2021-10-25,58,24,1
2021-10-26,66,21,5
2021-10-27,68,26,1
2021-10-28,43,29,3
2021-10-29,46,27,3
2021-10-30,63,5,1
2021-10-31,52,6,1
2021-11-01,51,12,0
2021-11-02,53,51,10
2021-11-03,49,20,6
2021-11-04,51,45,0
2021-11-05,73,54,0
2021-11-06,43,8,0
2021-11-07,44,2,1
2021-11-08,44,15,3
2021-11-09,67,35,6
2021-11-10,92,20,1
2021-11-11,37,27,5
2021-11-12,35,22,3
2021-11-13,41,15,2
2021-11-14,33,2,3
2021-11-15,39,18,0
2021-11-16,80,23,2
2021-11-17,46,25,2
2021-11-18,52,19,0
2021-11-19,40,10,1
2021-11-20,105,4,0
2021-11-21,39,0,0
2021-11-22,57,24,1
2021-11-23,60,6,3
2021-11-24,57,20,7
2021-11-25,56,4,0
2021-11-26,64,4,0
2021-11-27,51,5,0
2021-11-28,52,0,0
2021-11-29,69,16,0
2021-11-30,55,7,0
2021-12-01,76,10,0
2021-12-02,63,22,0
2021-12-03,121,13,0
2021-12-04,77,7,6
2021-12-05,56,1,2
2021-12-06,54,15,4
2021-12-07,70,18,2
2021-12-08,67,20,2
2021-12-09,75,8,5
2021-12-10,68,3,6
2021-12-11,69,0,2
2021-12-12,63,7,1
2021-12-13,102,16,1
2021-12-14,76,14,4
2021-12-15,82,13,0
2021-12-16,68,10,1
2021-12-17,61,9,4
2021-12-18,70,0,0
2021-12-19,47,1,1
2021-12-20,59,6,3
2021-12-21,55,10,0
2021-12-22,37,5,0
2021-12-23,60,4,3
2021-12-24,44,0,0
2021-12-25,20,0,1
2021-12-26,16,0,0
2021-12-27,31,0,1
2021-12-28,106,0,0
2021-12-29,53,4,2
2021-12-30,71,0,2
2021-12-31,36,0,1
2022-01-01,60,0,2
2022-01-02,46,2,2
2022-01-03,48,2,6
2022-01-04,76,3,5
2022-01-05,81,5,0
2022-01-06,59,12,1
2022-01-07,55,14,1
2022-01-08,40,1,3
2022-01-09,64,1,1
2022-01-10,52,12,3
2022-01-11,53,9,1
2022-01-12,71,10,0
2022-01-13,62,9,7
2022-01-14,93,10,0
2022-01-15,73,0,3
2022-01-16,50,0,2
2022-01-17,95,1,5
2022-01-18,118,10,3
2022-01-19,87,14,5
2022-01-20,74,5,5
2022-01-21,70,5,0
2022-01-22,48,0,1
2022-01-23,61,0,0
2022-01-24,41,17,1
2022-01-25,52,5,2
2022-01-26,48,12,0
2022-01-27,57,7,1
2022-01-28,84,8,1
2022-01-29,44,2,3
2022-01-30,45,1,0
2022-01-31,63,6,1
2022-02-01,89,11,1
2022-02-02,98,5,3
2022-02-03,57,17,1
2022-02-04,50,15,2
2022-02-05,38,1,0
2022-02-06,48,0,1
2022-02-07,76,10,4
2022-02-08,62,15,1
2022-02-09,68,12,0
2022-02-10,60,9,0
2022-02-11,62,15,1
2022-02-12,87,2,1
2022-02-13,46,2,0
2022-02-14,47,11,6
2022-02-15,77,11,0
2022-02-16,61,5,0
2022-02-17,66,0,1
2022-02-18,59,5,2
2022-02-19,57,3,0
2022-02-20,57,1,0
2022-02-21,84,1,0
2022-02-22,62,3,0
2022-02-23,76,4,0
2022-02-24,74,7,2
2022-02-25,100,6,5
2022-02-26,55,2,0
2022-02-27,39,0,2
2022-02-28,58,12,1
2022-03-01,57,21,1
2022-03-02,74,15,1
2022-03-03,114,18,1
2022-03-04,100,11,0
2022-03-05,77,3,0
2022-03-06,54,1,0
2022-03-07,99,21,1
2022-03-08,82,19,1
2022-03-09,82,9,3
2022-03-10,74,15,1
2022-03-11,69,8,0
2022-03-12,80,1,0
2022-03-13,40,1,0
2022-03-14,53,9,0
2022-03-15,56,15,0
2022-03-16,69,17,0
2022-03-17,70,13,0
2022-03-18,75,32,3
2022-03-19,42,2,0
2022-03-20,61,4,1
2022-03-21,64,24,0
2022-03-22,56,15,2
2022-03-23,74,12,9
2022-03-24,71,12,1
2022-03-25,59,8,1
2022-03-26,63,5,8
2022-03-27,64,9,0
2022-03-28,86,16,1
2022-03-29,58,13,0
2022-03-30,138,17,0
2022-03-31,90,44,1
2022-04-01,55,21,3
2022-04-02,69,4,0
2022-04-03,46,5,0
2022-04-04,81,22,1
2022-04-05,126,21,0
2022-04-06,82,4,7
2022-04-07,82,10,5
2022-04-08,75,5,1
2022-04-09,76,1,3
2022-04-10,58,2,0
2022-04-11,91,24,1
2022-04-12,94,24,1
2022-04-13,60,10,2
2022-04-14,83,8,1
2022-04-15,80,11,0
2022-04-16,90,2,0
2022-04-17,63,2,0
2022-04-18,98,5,0
2022-04-19,64,18,0
2022-04-20,72,11,0
2022-04-21,58,35,1
2022-04-22,42,19,0
2022-04-23,46,2,0
2022-04-24,59,1,2
2022-04-25,54,12,8
2022-04-26,61,14,2
2022-04-27,77,9,0
2022-04-28,50,13,0
2022-04-29,93,19,1
2022-04-30,81,3,1
2022-05-01,69,2,0
2022-05-02,57,15,1
2022-05-03,81,40,2
2022-05-04,51,18,1
2022-05-05,108,40,0
2022-05-06,118,20,2
2022-05-07,75,2,1
2022-05-08,44,12,3
2022-05-09,68,16,0
2022-05-10,111,24,2
2022-05-11,78,19,0
2022-05-12,85,21,1
2022-05-13,115,32,1
2022-05-14,46,5,0
2022-05-15,54,0,0
2022-05-16,47,15,0
2022-05-17,92,26,2
2022-05-18,69,11,0
2022-05-19,75,24,1
2022-05-20,100,17,0
2022-05-21,77,0,0
2022-05-22,91,0,0
2022-05-23,89,8,2
2022-05-24,112,11,3
2022-05-25,126,6,0
2022-05-26,46,12,0
2022-05-27,78,6,0
2022-05-28,59,2,0
2022-05-29,49,0,0
2022-05-30,113,2,5
2022-05-31,90,3,0
2022-06-01,86,3,2
2022-06-02,91,5,0
2022-06-03,116,12,0
2022-06-04,84,8,3
2022-06-05,84,0,0
2022-06-06,159,31,0
2022-06-07,121,23,1
2022-06-08,105,16,3
2022-06-09,71,9,3
2022-06-10,88,5,5
2022-06-11,76,0,1
2022-06-12,47,0,0
2022-06-13,87,13,5
2022-06-14,100,6,1
2022-06-15,95,12,3
2022-06-16,89,11,1
2022-06-17,68,6,0
2022-06-18,71,1,0
2022-06-19,69,0,2
2022-06-20,100,1,2
2022-06-21,84,11,2
2022-06-22,105,13,2
2022-06-23,105,17,0
2022-06-24,65,9,0
2022-06-25,74,3,0
2022-06-26,94,4,0
2022-06-27,98,10,1
2022-06-28,140,12,2
2022-06-29,115,11,1
2022-06-30,165,18,4
2022-07-01,106,5,0
2022-07-02,117,0,1
2022-07-03,74,0,0
2022-07-04,84,2,1
2022-07-05,107,4,2
2022-07-06,128,8,1
2022-07-07,97,6,2
2022-07-08,125,4,0
2022-07-09,70,0,2
2022-07-10,50,0,2
2022-07-11,116,11,2
2022-07-12,65,16,5
2022-07-13,97,6,2
2022-07-14,103,6,3
2022-07-15,97,2,5
2022-07-16,68,0,6
2022-07-17,77,0,2
2022-07-18,108,4,7
2022-07-19,94,17,0
2022-07-20,171,4,0
2022-07-21,111,3,1
2022-07-22,81,3,1
2022-07-23,63,0,0
2022-07-24,109,2,0
2022-07-25,112,9,1
2022-07-26,114,4,4
2022-07-27,97,3,2
2022-07-28,115,11,2
2022-07-29,97,1,0
2022-07-30,85,2,0
2022-07-31,77,0,2
2022-08-01,85,6,6
2022-08-02,96,21,1
2022-08-03,103,4,4
2022-08-04,134,16,6
2022-08-05,65,6,2
2022-08-06,72,2,0
2022-08-07,63,0,2
2022-08-08,72,45,1
2022-08-09,111,32,5
2022-08-10,97,15,0
2022-08-11,76,26,3
2022-08-12,109,31,3
2022-08-13,61,0,1
2022-08-14,57,5,1
2022-08-15,80,18,4
2022-08-16,106,14,0
2022-08-17,88,37,2
2022-08-18,104,41,0
2022-08-19,89,41,5
2022-08-20,79,2,1
2022-08-21,117,0,4
2022-08-22,133,18,2
2022-08-23,134,35,15
2022-08-24,87,17,8
2022-08-25,67,14,2
2022-08-26,112,29,2
2022-08-27,92,4,2
2022-08-28,80,1,1
2022-08-29,87,21,3
2022-08-30,100,12,1
2022-08-31,124,32,4
2022-09-01,94,23,5
2022-09-02,87,51,2
2022-09-03,53,7,2
2022-09-04,60,1,3
2022-09-05,82,14,2
2022-09-06,75,39,5
2022-09-07,74,46,0
2022-09-08,96,27,4
2022-09-09,88,19,2
2022-09-10,72,0,1
2022-09-11,54,0,8
2022-09-12,126,0,1
2022-09-13,115,16,1
2022-09-14,103,9,5
2022-09-15,75,21,4
